Gelmarr;295;1647
Allar Deem;97;245
Tytos Frey;489;1433
Meredyth Crane;483;265
Theon Greyjoy;358;1420
Mollander;456;26
Lucamore Strong;146;581
Sarella Sand;496;892
Alekyne Florent;308;1875
Eleanor Mooton;187;1247
Beron Blacktyde;394;2050
Elyn Norridge;148;1267
Gareth the Grey;458;1330
Tristan Mudd;254;548
Melaquin;26;1259
Erena Glover;221;2330
Mychel Redfort;253;2201
Varamyr Sixskins;106;1937
Alys Beesbury;75;2291
Eldiss;290;1429
Leslyn Haigh;213;2366
Aladale Wynch;309;88
Cohollo;373;369
Steffon Fossoway;190;1125
Nage;86;1854
Reynard Webber;455;1307
Lorcas;488;224
Tickler;209;703
Alester Norcross;33;1115
Shierle Swyft;355;2852
Emma;133;1997
Harrag Sharp;125;2114
Rylene Florent;54;2013
Mace Tyrell;114;2521
Lyn Corbray;57;2261
Dudley;50;1618
Harmund Sharp;349;1465
Jonos Stark;329;410
Hullen;245;2729
Luwin;427;1857
Lyman Darry;395;2244
Benjen Stark;42;1624
Alysanne Osgrey;325;1170
Torwynd;316;2359
Emphyria Vance;201;2018
Waymar Royce;60;1123
Ryk;414;2863
Fat Walda Frey;215;220
Ardrian Celtigar;344;1533
Elinor Tyrell;465;628
Chiswyck;256;2437
Bryan Fossoway;77;2772
Bella;40;573
Jynessa Blackmont;159;1509
Myranda Royce;392;264
Gerion Lannister;336;2592
Lomas Estermont;27;2599
Hosteen Frey;375;1887
Marlon Manderly;374;1525
Murch;380;248
Tytos Blackwood;417;1505
Walgrave;219;2679
Donnis;71;617
O;58;263
Tregar;478;1273
Arya Stark;298;783
Ryam Redwyne;385;641
Wendel Manderly;232;2561
Daemon Blackfyre;108;1863
Merianne Frey;182;620
Walda Rivers;113;2999
Raymun Fossoway;218;582
Qhored Hoare;118;22
Melly;408;772
Robin Greyjoy;107;934
Denys Mallister;277;1065
Ottyn Wythers;43;2641
Rolland Longthorpe;169;2855
Grigg;105;47
Sam Stoops;389;1658
Arthur Dayne;44;439
Aemon Targaryen;411;57
Mina Tyrell;340;1678
Ollo Lophand;14;238
Three Tooth;116;764
Pia;100;585
Dolf;168;2758
Theomore;240;2323
Ronnel Harclay;415;1757
Tansy;328;2879
Aegon Frey;144;2743
Taena Of Myr;130;2733
Leonella Lefford;368;1305
Varys;92;2549
Jacelyn Bywater;426;2187
Wendel Frey;69;1237
Marei;393;1927
Pylos;377;1724
Arwyn Oakheart;28;2537
Lord Cafferen;446;1815
Jacks;49;1504
Goodwin;172;1254
Biter;442;1793
Igon Vyrwel;495;306
Colin Florent;21;1184
Jared Frey;453;1016
Cragorn;432;1228
Grance Morrigen;47;2270
Serwyn;500;576
Lyra Mormont;362;927
Aemon Estermont;98;2661
Perestan;281;2283
Lambert Turnberry;331;960
Lucantine Woodwright;357;2895
Ollidor;155;234
Merrell Florent;499;1542
Danwell Frey;418;1839
Torren Liddle;224;1717
Desmera Redwyne;422;1583
Willem Lannister;445;2398
Walton Frey;270;1570
Naggle;439;2397
Hod;173;2047
Tristifer IV Mudd;259;397
Abelar Hightower;424;823
Clydas;371;2586
Sargon Botley;216;1310
Victor Tyrell;111;1767
Alequo Adarys;88;1327
Guyne;15;488
Mikken;29;2119
Cedrik Storm;369;1191
Deana Hardyng;90;2118
Gevin Harlaw;225;1594
Tygett Lannister;429;1329
Eddard Stark;227;2650
Denys Drumm;260;2489
Aegon I Targaryen;66;2937
Myles Smallwood;22;2311
Maddy;413;690
Cortnay Penrose;433;575
Warren;396;1394
Paxter Redwyne;235;2357
Nymella Toland;354;1331
Calon;109;1428
Donal Noye;386;1377
Addison Hill;318;1257
Ferrego Antaryon;366;365
Raynald Westerling;84;1582
Barristan Selmy;274;2200
Harren Hoare;67;2101
Franklyn Fowler;19;447
Jon Myre;200;135
Ellery Vance;463;463
Argrave the Defiant;174;318
Thoros Of Myr;459;1353
Dorea Sand;157;2238
Harlen Tyrell;361;1345
Drennan;73;1800
Robert Ashford;365;510
Rupert Brax;236;788
Ermesande Hayford;286;2613
Sylas;348;2387
Tymor;246;608
Asha Greyjoy;273;1294
Tom Costayne;23;1515
Frynne;405;2644
Notch;391;2107
Haereg;401;724
Qotho;197;868
Theo Wull;321;802
Toregg;297;2802
Red Oarsman;124;1739
Leona Woolfield;158;2705
Nights King;466;1425
Alyn Ambrose;39;364
Weasel;449;154
Lucas Tyrell;400;1517
Hali;428;1812
Walder Frey;283;326
Garth Tyrell;96;2125
Dancy;152;1039
Allyria Dayne;472;428
Old Tattersalt;382;849
Jonothor Darry;237;1077
Norren;81;2983
Walda Frey;341;786
Othell Yarwyck;207;1918
Colen Of Greenpools;194;1250
Bannen;367;598
Aron Santagar;384;1037
Lark;83;2768
Cass;480;1374
Weese;486;1393
Jaime Lannister;99;551
Melwyn Sarsfield;1;210
Palla;139;1082
Greatheart;163;2751
Daemon II Blackfyre;498;2576
Tristifer V Mudd;497;2474
Robar Royce;482;694
Ondrew Locke;112;2288
Jaggot;212;1402
Dalla;123;486
Lancel Lannister;388;2647
Balon Swann;460;450
Boremund Harlaw;407;1780
Jyana;326;1260
Mylenda Caron;149;1364
Eldon Estermont;275;697
Rickard Tyrell;45;170
Othor;228;752
Regenard Estren;241;1607
Perra Royce;223;2738
Martyn Mullendore;185;455
Romny Weaver;282;1967
Donnel Drumm;195;2183
Eustace Hunter;208;2023
Ben Bushy;311;421
Daeron Vaith;284;1335
Tarle;138;1681
Selmond Stackspear;272;1776
Osmund Frey;129;2191
Ballabar;278;2820
Myrielle Lannister;183;2241
Portifer;353;1558
Moryn Tyrell;338;1495
Edwyle Stark;342;56
Squint;64;282
Symon Santagar;494;1836
Mallor;48;367
Gerren;176;2930
Lanna Lannister;53;616
Marwyn;261;854
Rat Cook;91;385
Ralf Stonehouse;70;1769
Polliver;447;90
Geremy Frey;31;531
Imry Florent;56;970
Lewyn Martell;468;252
Elia Sand;402;1719
Olenna Redwyne;454;1018
Lharys;127;1659
Aerys I Targaryen;324;1337
Matthar;186;370
Barth Stark;287;867
Colmar Frey;193;1899
Jaehaerys II Targaryen;87;2851
Lester;305;1444
Wallen;238;1590
Aenar Targaryen;156;2315
Jeyne Beesbury;244;2520
Bael;370;1995
Morra;399;1625
Berena Hornwood;38;811
Quentyn Qorgyle;464;1825
Jeyne Darry;291;233
Layna;403;2247
Victarion Greyjoy;41;141
Titus Peake;484;540
Morya Frey;210;637
Joseth Mallister;74;652
Elwood Meadows;289;2837
Argilac;102;2113
Lothar;134;1723
Watt Of Long Lake;441;2775
Brynden Tully;296;1640
Ragnor Pyke;360;2734
Hyle Hunt;243;1219
Shirei Frey;485;900
Hot Pie;150;343
Lymond Vikary;72;832
Ferny;435;1622
Rorge;222;2548
Quenton Hightower;135;215
Manfred Lothston;126;648
Medgar Tully;330;2565
Raymond Nayland;161;247
Lommy Greenhands;431;2594
Kenned;184;2321
Wulfe;279;2324
Gascoyne;397;1003
Rycherd Crane;383;217
Bors;252;1639
Cassella Vaith;436;2046
Ormond Osgrey;303;2372
Harys Haigh;242;342
Alyce;121;1676
Delonne Allyrion;177;28
Harwood Fell;434;1099
Edwyd Fossoway;141;1623
Dagos Manwoody;404;2292
Ambrode;280;2811
Dobber;469;444
Jonos Frey;120;670
Gretchel;101;693
Stevron Frey;206;514
Tywin Lannister;317;459
Cadwyl;37;200
Triston Farwynd;137;292
Alysane Mormont;347;183
Donnel Swann;211;866
Norbert Vance;255;922
Lucas Codd;6;324
Sawane Botley;233;506
Triston Sunderland;352;1240
Malleon;299;2590
Rawney;7;674
Lorent Lorch;487;2212
Quentyn Martell;319;1666
Osmund Kettleblack;263;1344
Helly;51;1789
Robin Potter;438;806
Wylla Manderly;162;728
Uthor Underleaf;17;2476
Pearse Caron;11;2711
Harrag Hoare;378;2282
Qyle;406;159
Harmune;181;2327
Grenn;231;11
Red Walder Frey;257;121
Barra;62;2074
Byam Flint;266;621
Ternesio Terys;292;1485
Stannis Baratheon;334;1500
Helman Tallhart;180;1202
Stannis Seaworth;440;2374
Sumner Crakehall;25;2630
Skyte;171;1207
Fogo;104;1738
Sigfry Stonetree;239;1822
Addam Osgrey;421;547
Maynard Plumm;61;2224
Leo Blackbar;132;484
Desmond;490;1143
Triston;205;1989
Emrick;323;705
Bronn;145;737
Luco Prestayn;443;2980
Melara Crane;13;2081
Osbert Serry;258;2098
Vickon Botley;170;2800
Quaithe;8;2626
Garth;18;730
Damion Lannister;3;1122
Gormon Peake;493;1848
Olyvar Frey;398;2093
Ellyn Tarbeck;301;1844
Demon Of Darry;115;1939
Lucas Roote;423;2880
Rosamund Lannister;379;1528
Hobb;269;1855
Jon Bulwer;387;777
Spotted Pate the Pig Boy;203;2720
Gillam;444;2076
Tallad;409;425
Del;304;2403
Tion Frey;345;2306
Butterbumps;128;897
Mebble;35;713
Desmond Grell;103;1118
Cerenna Lannister;89;2210
Sigfryd Harlaw;267;375
Sky Blue Su;312;2517
Damon Lannister;306;2278
Alliser Thorne;315;487
Urras Ironfoot;335;225
Dagmer;122;2723
Oswell Whent;474;472
Wendamyr;425;951
Sawwood;448;2685
Kirby Pimm;82;864
Whalen Frey;376;317
Jeyne Westerling;106;2281
Dermot;86;2522
Maggy;434;2653
Wynton Stout;481;1238
Alla Tyrell;387;508
Gariss;297;2568
Leyla Hightower;320;1033
Zhoe Blanetree;374;1104
Merlon Crakehall;222;1862
Carolei Waynwood;435;1226
Raymun;268;2847
Syrio Forel;329;1215
Mudge;315;1523
Flement Brax;187;231
Gyles Grafton;189;2587
Edwyn Stark;492;2106
Illifer;34;1634
Mordane;468;2063
Harmen Uller;242;2429
Podrick Payne;464;1210
Aegon III Targaryen;170;1785
Kyra Frey;41;936
Amabel;84;1093
Haggo;140;198
Bennis;151;1262
Mullin;213;257
Mycah;17;940
Gawen Wylde;114;871
Jeyne Poole;475;579
Serenei Of Lys;486;2773
Walder Haigh;163;2721
Meralyn;357;1452
Vyman;224;2252
Benedar Belmore;12;158
Missandei;283;34
Doran Martell;27;544
Robert Paege;53;838
Owen Inchfield;94;1435
Tobho Mott;413;268
Gwynesse Harlaw;249;15
Meera Reed;280;2414
Luthor Tyrell;359;1299
Franklyn Frey;179;2839
Qarlton Chelsted;484;1693
Gorghan Of Old Ghis;327;429
Garse Flowers;153;1540
Damon Shett;491;1699
Maegelle Frey;245;2239
Marq Piper;377;1233
Addam Frey;102;1749
Melessa Florent;432;828
Rodwell Stark;164;1187
Joss Stilwood;258;712
Meldred Merlyn;26;2272
Gerald Gower;301;2380
Orys Baratheon;385;2147
Mern Gardener;103;2277
Senelle;234;2511
Cregan Stark;75;2799
Terro;456;2748
Raynard;318;741
Eddard Karstark;365;640
Steffarion Sparr;488;2690
Gerardys;150;2765
Tyrek Lannister;91;1230
Ronnel Arryn;173;1657
Kella;384;2840
Lysa Tully;16;1853
Myles;69;1004
Maege Mormont;403;1475
Rymolf;124;1589
Enger;344;596
Aemon Rivers;171;430
Mors Umber;408;853
Gallard;232;2943
Tristan Ryger;129;1208
Lomys;241;2666
Endehar;113;1483
Willum;20;1665
Rhaegar Frey;134;992
Grey Worm;452;739
Ramsay Bolton;414;2268
Hosman Norcross;142;550
Viserys I Targaryen;23;2657
Shadd;356;1521
Bellonara Otherys;105;106
Forley Prester;462;1971
Eon Hunter;156;1251
Fralegg;266;720
Big Boil;429;1126
Dickon Frey;227;2365
Harmond Umber;230;2978
Randa;202;2543
Halmon Paege;395;2672
Ronnet Connington;364;677
Symond Frey;135;2696
Gladden Wylde;64;2274
White Walda Frey;257;1630
Hendry Bracken;190;1954
Vargo Hoat;58;173
Joanna Lannister;246;424
Hugh Clifton;82;1552
Euron Greyjoy;233;1340
Glendon Hewett;22;95
Petyr Baelish;358;542
Mark Mullendore;267;754
Robin;412;229
Lorren;35;1116
Donel Greyjoy;79;1650
Selyse Florent;448;2904
Harrold Hardyng;192;1874
Jafer Flowers;259;128
Nolla;76;759
Lyle Crakehall;9;301
Clement Crabb;351;1998
Tomard;497;193
Jeyne;469;2683
Timoth;371;2413
Andrik;119;1281
Maynard;18;725
William Mooton;212;944
Aggar;180;2422
Jojen Reed;396;2143
Humfrey Hightower;31;2042
Qyburn;312;709
